Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id,scrap_date,scrap_time
171,Faeroe Islands,48897,413,,,,379,,34,1,8446,,101926,2084504,4,05/09/2020,23:31
175,Mauritius,1272151,356,,10,,335,,11,,280,8,227409,178759,5,05/09/2020,23:31
176,Isle of Man,85114,336,,24,,312,,0,,3948,282,10253,120462,4,05/09/2020,23:31
178,Eritrea,3555065,330,,,,295,,35,,93,,,,5,05/09/2020,23:31
182,Gibraltar,33689,312,7,,,255,7,57,,9261,,36807,1092552,4,05/09/2020,23:31
180,Mongolia,3287531,310,,,,296,,14,1,94,,56573,17208,3,05/09/2020,23:31
181,Cambodia,16759713,274,,,,272,,2,1,16,,104187,6217,3,05/09/2020,23:31
184,Saint Martin,38781,239,,6,,79,,154,11,6163,155,2968,76532,1,05/09/2020,23:31
187,Bhutan,773116,228,1,,,150,,78,,295,,106814,138160,3,05/09/2020,23:31
183,Cayman Islands,65859,205,,1,,204,,0,,3113,15,36000,546622,1,05/09/2020,23:31
186,Barbados,287439,178,,7,,153,,18,,619,24,17979,62549,1,05/09/2020,23:31
185,Bermuda,62236,175,,9,,158,,8,,2812,145,48220,774793,1,05/09/2020,23:31
188,Monaco,39292,147,,1,,97,,49,1,3741,25,51953,1322228,4,05/09/2020,23:31
189,Brunei,438225,145,,3,,139,,3,,331,7,53035,121022,3,05/09/2020,23:31
190,Seychelles,98456,136,,,,127,,9,,1381,,5200,52815,5,05/09/2020,23:31
191,Liechtenstein,38148,107,,1,,97,,9,,2805,26,900,23592,4,05/09/2020,23:31
192,Antigua and Barbuda,98074,95,,3,,91,,1,1,969,31,2066,21066,1,05/09/2020,23:31
195,Curaçao,164214,88,10,1,,39,,48,,536,6,1080,6577,1,05/09/2020,23:31
202,British Virgin Islands,30267,63,,1,,10,,52,2,2081,33,3713,122675,1,05/09/2020,23:31
193,St. Vincent Grenadines,111004,61,,,,57,,4,,550,,3918,35296,1,05/09/2020,23:31
194,Macao,650895,46,,,,46,,0,,71,,4071,6254,3,05/09/2020,23:31
196,Fiji,897609,31,2,2,,24,1,5,1,35,2,8646,9632,,05/09/2020,23:31
198,Timor-Leste,1322805,27,,,,25,,2,,20,,5146,3890,3,05/09/2020,23:31
200,New Caledonia,285987,26,,,,23,,3,,91,,12837,44887,,05/09/2020,23:31
197,Saint Lucia,183778,26,,,,26,,0,,141,,5835,31750,1,05/09/2020,23:31
199,Grenada,112617,24,,,,24,,0,,213,,6252,55516,1,05/09/2020,23:31
203,Dominica,72018,22,2,,,18,,4,,305,,2077,28840,1,05/09/2020,23:31
201,Laos,7294119,22,,,,21,,1,,3,,40356,5533,3,05/09/2020,23:31
208,Caribbean Netherlands,26266,18,,,,7,,11,,685,,900,34265,1,05/09/2020,23:31
205,St. Barth,9882,18,,,,13,,5,,1821,,2075,209978,1,05/09/2020,23:31
204,Saint Kitts and Nevis,53266,17,,,,17,,0,,319,,1635,30695,1,05/09/2020,23:31
206,Greenland,56788,14,,,,14,,0,,247,,6946,122315,1,05/09/2020,23:31
207,Montserrat,4993,13,,1,,12,,0,,2604,200,328,65692,1,05/09/2020,23:31
209,Falkland Islands,3497,13,,,,13,,0,,3717,,2256,645124,2,05/09/2020,23:31
210,Vatican City,801,12,,,,12,,0,,14981,,,,4,05/09/2020,23:31
211,Western Sahara,599849,10,,1,,8,,1,,17,2,,,5,05/09/2020,23:31
212,MS Zaandam,,9,,2,,,,7,,,,,,,05/09/2020,23:31
213,Saint Pierre Miquelon,5789,5,,,,5,,0,,864,,1051,181551,1,05/09/2020,23:31
214,Anguilla,15027,3,,,,3,,0,,200,,808,53770,1,05/09/2020,23:31
215,China,1439323776,85112,10,4634,,80284,21,194,3,59,3,160000000,111163,3,05/09/2020,23:31
1,USA,331356930,6434850,3698,192887,69,3707191,191,2534772,14938,19420,582,86803211,261963,1,06/09/2020,18:30
3,India,1382456206,4160493,49654,71120,441,3219750,42077,869623,8944,3009,51,48831145,35322,3,06/09/2020,18:30
2,Brazil,212834352,4123000,,126230,,3296702,,700068,8318,19372,593,14408116,67696,2,06/09/2020,18:30
4,Russia,145946035,1025505,5195,17820,61,840949,2823,166736,2300,7027,122,38400000,263111,4,06/09/2020,18:30
6,Peru,33053976,683702,,29687,,506422,,147593,1492,20684,898,3353435,101453,2,06/09/2020,18:30
8,Colombia,50980690,658456,,21156,,507770,,129530,863,12916,415,2906270,57007,2,06/09/2020,18:30
5,South Africa,59442854,636884,,14779,,561204,,60901,539,10714,249,3783823,63655,5,06/09/2020,18:30
7,Mexico,129177125,629409,6319,67326,475,438754,4087,123329,2999,4872,521,1425207,11033,1,06/09/2020,18:30
9,Spain,46758128,517133,,29418,,,,,976,11060,629,9210337,196978,4,06/09/2020,18:30
12,Argentina,45270845,471806,,9807,68,349132,8751,112867,2456,10422,217,1396887,30856,2,06/09/2020,18:30
10,Chile,19145948,420434,,11551,,392967,,15916,908,21959,603,2575313,134510,2,06/09/2020,18:30
11,Iran,84185741,386658,1992,22293,139,333900,1769,30465,3722,4593,265,3380264,40152,3,06/09/2020,18:30
13,UK,67951199,347152,2988,41551,2,,,,69,5109,611,17619897,259302,4,06/09/2020,18:30
15,Bangladesh,164985787,325157,1592,4479,32,221275,3423,99403,,1971,27,1629312,9875,3,06/09/2020,18:30
14,Saudi Arabia,34910389,320688,756,4081,32,296737,895,19870,1457,9186,117,5406136,154858,3,06/09/2020,18:30
19,France,65300110,317706,,30724,,87447,,199535,473,4865,471,8500000,130168,4,06/09/2020,18:30
16,Pakistan,221648000,298509,484,6342,2,285898,3345,6269,532,1347,29,2757709,12442,3,06/09/2020,18:30
18,Turkey,84502677,278228,,6620,,250092,,21516,1091,3293,78,7682697,90917,3,06/09/2020,18:30
17,Italy,60445309,277634,1297,35541,7,210015,405,32078,133,4593,588,9219257,152522,4,06/09/2020,18:30
21,Iraq,40380187,256719,,7422,,195259,,54038,523,6358,184,1718157,42550,3,06/09/2020,18:30
20,Germany,83833162,251130,74,9401,,226208,,15521,223,2996,112,12383035,147710,4,06/09/2020,18:30
22,Philippines,109842280,237365,2839,3875,85,184687,23074,48803,922,2161,35,2801945,25509,3,06/09/2020,18:30
23,Indonesia,274045297,194109,3444,8025,85,138575,2174,47509,,708,29,2433752,8881,3,06/09/2020,18:30
28,Ukraine,43684435,135894,2107,2846,35,62227,578,70821,177,3111,65,1693793,38773,4,06/09/2020,18:30
24,Canada,37802116,131653,158,9145,2,116136,,6372,54,3483,242,5735811,151733,1,06/09/2020,18:30
30,Israel,9197590,129349,413,1010,3,102107,626,26232,445,14063,110,2465841,268096,3,06/09/2020,18:30
26,Bolivia,11701513,120241,661,5398,55,69566,1722,45277,71,10276,461,253647,21676,2,06/09/2020,18:30
25,Qatar,2807805,120095,231,203,1,116998,218,2894,49,42772,72,660008,235062,3,06/09/2020,18:30
27,Ecuador,17690796,118045,,6724,,102304,,9017,415,6673,380,349060,19731,2,06/09/2020,18:30
29,Kazakhstan,18817072,106301,76,1588,,99018,,5695,221,5649,84,2434444,129374,3,06/09/2020,18:30
31,Egypt,102674971,99712,,5511,,77208,,16993,41,971,54,135000,1315,5,06/09/2020,18:30
32,Dominican Republic,10867558,98776,,1840,,71901,,25035,210,9089,169,391190,35996,1,06/09/2020,18:30
34,Panama,4326853,96305,,2075,,69223,,25007,164,22258,480,361181,83474,1,06/09/2020,18:30
38,Romania,19213562,95014,1150,3893,43,40307,279,50814,474,4945,203,1938491,100892,4,06/09/2020,18:30
37,Kuwait,4281838,89582,619,544,4,80521,618,8517,94,20921,127,643727,150339,3,06/09/2020,18:30
36,Belgium,11598864,87825,651,9906,5,18555,21,59364,53,7572,854,2415673,208268,4,06/09/2020,18:30
35,Oman,5129126,87072,692,728,23,82406,578,3938,155,16976,142,309212,60286,3,06/09/2020,18:30
33,Sweden,10110749,84985,,5835,,,,,16,8405,577,1124269,111195,4,06/09/2020,18:30
40,Guatemala,17974102,77481,,2845,,65595,,9041,5,4311,158,258363,14374,1,06/09/2020,18:30
42,Netherlands,17141854,74787,925,6243,2,,,,43,4363,364,1648103,96145,4,06/09/2020,18:30
41,UAE,9911872,73984,513,388,,66095,2443,7501,,7464,39,7575478,764283,3,06/09/2020,18:30
39,Belarus,9448747,72859,196,711,6,71864,21,284,,7711,75,1585776,167829,4,06/09/2020,18:30
44,Japan,126404263,70876,,1349,,61445,,8082,210,561,11,1577444,12479,3,06/09/2020,18:30
43,Poland,37838917,70824,437,2120,7,54256,1910,14448,79,1872,56,2841344,75091,4,06/09/2020,18:30
49,Morocco,36989209,70160,,1329,,53929,,14902,189,1897,36,2046496,55327,5,06/09/2020,18:30
47,Honduras,9932626,64352,554,2006,22,13115,768,49231,32,6479,202,153065,15410,1,06/09/2020,18:30
46,Portugal,10191167,60258,315,1840,2,42953,160,15465,43,5913,181,2092057,205281,4,06/09/2020,18:30
56,Ethiopia,115457856,57466,,897,,20776,,35793,326,498,8,1018847,8824,5,06/09/2020,18:30
45,Singapore,5858698,57022,40,27,,56333,66,662,,9733,5,2068284,353028,3,06/09/2020,18:30
48,Nigeria,207026352,54905,,1054,,42922,,10929,7,265,5,420543,2031,5,06/09/2020,18:30
50,Bahrain,1711544,54771,,199,3,50645,,3927,28,32001,116,1162349,679123,3,06/09/2020,18:30
57,Venezuela,28420924,52165,,420,,42006,,9739,102,1835,15,1805766,63536,2,06/09/2020,18:30
61,Costa Rica,5102539,46920,,478,,18211,,28231,200,9195,94,162780,31902,1,06/09/2020,18:30
64,Nepal,29229497,46257,980,289,9,28941,1814,17027,,1583,10,768345,26287,3,06/09/2020,18:30
54,Algeria,43991068,46071,,1549,,32481,,12041,42,1047,35,,,5,06/09/2020,18:30
53,Armenia,2964264,44783,134,897,2,40089,266,3797,,15108,303,218139,73590,3,06/09/2020,18:30
51,Ghana,31186756,44777,,283,,43693,,801,5,1436,9,446867,14329,5,06/09/2020,18:30
52,Kyrgyzstan,6543310,44403,87,1060,,39826,178,3517,24,6786,162,267718,40915,3,06/09/2020,18:30
55,Switzerland,8666133,44401,444,2013,,37100,,5288,25,5124,232,1098540,126762,4,06/09/2020,18:30
58,Uzbekistan,33555802,43476,183,345,2,40880,106,2251,181,1296,10,1377915,41063,3,06/09/2020,18:30
62,Moldova,4032218,39797,324,1063,,27799,,10935,549,9870,264,210553,52218,4,06/09/2020,18:30
59,Afghanistan,39081483,38398,74,1412,3,30537,455,6449,93,983,36,104575,2676,3,06/09/2020,18:30
60,Azerbaijan,10155726,37329,137,548,3,34705,140,2076,,3676,54,963104,94834,3,06/09/2020,18:30
63,Kenya,53978470,35103,83,597,3,21230,72,13276,44,650,11,474477,8790,5,06/09/2020,18:30
65,Serbia,8730794,31905,56,724,1,30637,108,544,35,3654,83,978600,112086,4,06/09/2020,18:30
66,Ireland,4947719,29534,,1777,,23364,,4393,7,5969,359,889757,179832,4,06/09/2020,18:30
67,Austria,9015781,29271,184,736,1,25043,215,3492,28,3247,82,1255825,139292,4,06/09/2020,18:30
70,Czechia,10712643,27752,,431,,19039,,8282,50,2591,40,958802,89502,4,06/09/2020,18:30
69,El Salvador,6492191,26308,102,759,7,15815,228,9734,241,4052,117,330210,50863,1,06/09/2020,18:30
68,Australia,25553107,26278,71,753,5,22462,132,3063,26,1028,29,6654070,260402,,06/09/2020,18:30
71,Palestine,5122086,26127,552,181,4,16843,182,9103,,5101,35,306621,59863,3,06/09/2020,18:30
80,Paraguay,7148271,21871,,412,,10810,,10649,88,3060,58,206483,28886,2,06/09/2020,18:30
73,Bosnia and Herzegovina,3276986,21560,121,655,4,14709,73,6196,,6579,200,197370,60229,4,06/09/2020,18:30
74,S. Korea,51277337,21177,167,334,1,16146,137,4697,163,413,7,2045935,39899,3,06/09/2020,18:30
83,Lebanon,6819727,20011,,187,,5868,,13956,105,2934,27,572248,83911,3,06/09/2020,18:30
72,Cameroon,26660516,19604,,415,,18448,,741,30,735,16,149000,5589,5,06/09/2020,18:30
75,Ivory Coast,26491652,18472,,119,,17323,,1030,,697,4,132863,5015,5,06/09/2020,18:30
76,Denmark,5795947,17883,147,627,,15760,89,1496,4,3085,108,2679679,462337,4,06/09/2020,18:30
85,Libya,6888013,17749,655,285,13,2081,56,15383,,2577,41,133989,19452,5,06/09/2020,18:30
77,Bulgaria,6938591,17050,,671,,12132,,4247,57,2457,97,439753,63378,4,06/09/2020,18:30
78,Madagascar,27814249,15319,50,200,1,14139,26,980,43,551,7,60895,2189,5,06/09/2020,18:30
79,North Macedonia,2083358,15090,92,617,3,12235,86,2238,2,7243,296,157519,75608,4,06/09/2020,18:30
81,Senegal,16820168,13987,39,290,,9922,71,3775,33,832,17,153206,9108,5,06/09/2020,18:30
82,Sudan,44027677,13407,,832,,6725,,5850,,305,19,401,9,5,06/09/2020,18:30
84,Zambia,18472493,12776,67,295,3,11674,6,807,,692,16,123346,6677,5,06/09/2020,18:30
97,Croatia,4100512,11964,225,198,1,9008,237,2758,21,2918,48,191360,46667,4,06/09/2020,18:30
92,Greece,10413520,11386,,280,,3804,,7302,40,1093,27,1015064,97476,4,06/09/2020,18:30
86,Norway,5428941,11330,34,264,,9348,,1718,1,2087,49,777459,143206,4,06/09/2020,18:30
87,DRC,90026373,10178,,259,,9420,,499,,113,3,,,5,06/09/2020,18:30
94,Albania,2877214,10102,,312,,5976,,3814,12,3511,108,62658,21777,4,06/09/2020,18:30
89,Guinea,13194209,9722,73,61,,8886,54,775,24,737,5,25469,1930,5,06/09/2020,18:30
88,Malaysia,32440362,9397,6,128,,9115,2,154,6,290,4,1307454,40303,3,06/09/2020,18:30
90,French Guiana,300021,9322,,62,,8870,,390,7,31071,207,56109,187017,2,06/09/2020,18:30
93,Tajikistan,9575070,8792,35,70,,7581,32,1141,,918,7,,,3,06/09/2020,18:30
91,Gabon,2234880,8601,,53,,7424,,1124,2,3849,24,122308,54727,5,06/09/2020,18:30
102,Namibia,2549041,8514,,87,,3643,,4784,16,3340,34,68937,27044,5,06/09/2020,18:30
100,Maldives,542230,8486,,29,,5822,,2635,12,15650,53,119460,220312,3,06/09/2020,18:30
105,Hungary,9655782,8387,495,624,,3958,6,3805,11,869,65,470000,48675,4,06/09/2020,18:30
95,Haiti,11427495,8360,24,214,2,5933,,2213,,732,19,24502,2144,1,06/09/2020,18:30
96,Finland,5542308,8291,30,336,,7350,,605,1,1496,61,737733,133109,4,06/09/2020,18:30
99,Mauritania,4670780,7134,,160,,6658,,316,3,1527,34,69937,14973,5,06/09/2020,18:30
98,Luxembourg,627788,6896,,124,,6126,,646,,10985,198,680797,1084438,4,06/09/2020,18:30
101,Zimbabwe,14901545,6837,,206,,5345,,1286,,459,14,151597,10173,5,06/09/2020,18:30
103,Malawi,19215491,5611,,175,,3551,,1885,4,292,9,46484,2419,5,06/09/2020,18:30
109,Montenegro,628081,5422,,107,,4224,,1091,,8633,170,51905,82641,4,06/09/2020,18:30
104,Djibouti,990565,5387,,60,,5327,,0,,5438,61,68856,69512,5,06/09/2020,18:30
106,Equatorial Guinea,1410799,4972,,83,,4413,,476,,3524,59,54174,38400,5,06/09/2020,18:30
107,Hong Kong,7508020,4879,21,94,,4510,18,275,22,650,13,780415,103944,3,06/09/2020,18:30
111,Eswatini,1162332,4819,,94,,3903,,822,11,4146,81,30327,26092,5,06/09/2020,18:30
123,Tunisia,11840931,4776,,93,,1701,,2982,19,403,8,155862,13163,5,06/09/2020,18:30
108,CAR,4844643,4729,,62,,1818,,2849,2,976,13,31239,6448,5,06/09/2020,18:30
110,Nicaragua,6638721,4668,,141,,2913,,1614,,703,21,,,1,06/09/2020,18:30
112,Congo,5541672,4628,,102,,1742,,2784,,835,18,,,5,06/09/2020,18:30
117,Slovakia,5460131,4614,88,37,,2802,5,1775,18,845,7,356823,65351,4,06/09/2020,18:30
122,Rwanda,13007943,4349,,18,,2199,,2132,,334,1,436412,33550,5,06/09/2020,18:30
118,Mozambique,31406016,4341,,26,,2579,,1736,,138,0.8,102456,3262,5,06/09/2020,18:30
114,Suriname,587584,4320,,77,1,3426,,817,14,7352,131,10210,17376,2,06/09/2020,18:30
113,Cuba,11325334,4298,,100,,3570,,628,4,380,9,426280,37640,1,06/09/2020,18:30
115,Cabo Verde,557075,4275,,42,,3611,,622,,7674,75,76576,137461,5,06/09/2020,18:30
130,Uganda,45986829,3539,,39,,1564,,1936,,77,0.8,395875,8608,5,06/09/2020,18:30
116,Thailand,69832210,3444,6,58,,3281,2,105,1,49,0.8,749213,10729,3,06/09/2020,18:30
120,Mayotte,273960,3374,,40,,2964,,370,2,12316,146,13000,47452,5,06/09/2020,18:30
119,Somalia,15969497,3362,30,97,,2696,,569,,211,6,,,5,06/09/2020,18:30
128,Gambia,2428340,3197,46,99,,1315,,1783,,1317,41,13838,5699,5,06/09/2020,18:30
126,Slovenia,2078991,3165,43,135,,2483,,547,3,1522,65,168153,80882,4,06/09/2020,18:30
121,Sri Lanka,21429704,3122,1,12,,2925,7,185,,146,0.6,235221,10976,3,06/09/2020,18:30
132,Syria,17574548,3104,,130,,715,,2259,,177,7,,,3,06/09/2020,18:30
125,Lithuania,2715031,3083,43,86,,1954,2,1043,,1136,32,663899,244527,4,06/09/2020,18:30
145,Jamaica,2963535,3024,60,32,2,950,28,2042,7,1020,11,62609,21126,1,06/09/2020,18:30
133,Angola,33040494,2935,,117,,1192,,1626,24,89,4,64747,1960,5,06/09/2020,18:30
124,Mali,20350906,2833,,126,,2233,,474,,139,6,41204,2025,5,06/09/2020,18:30
127,South Sudan,11217326,2544,,48,,1290,,1206,,227,4,12044,1074,5,06/09/2020,18:30
129,Estonia,1326700,2516,25,64,,2170,5,282,,1896,48,159700,120374,4,06/09/2020,18:30
138,Bahamas,393924,2506,30,56,1,948,,1502,83,6362,142,12640,32087,1,06/09/2020,18:30
142,Aruba,106849,2428,,14,,1206,,1208,7,22724,131,23005,215304,1,06/09/2020,18:30
141,Jordan,10221434,2353,,16,,1700,,637,3,230,2,882473,86336,3,06/09/2020,18:30
131,Guinea-Bissau,1976100,2245,,38,,1127,,1080,5,1136,19,1500,759,5,06/09/2020,18:30
158,Trinidad and Tobago,1400321,2234,4,33,,724,7,1477,16,1595,24,24884,17770,1,06/09/2020,18:30
134,Benin,12178092,2213,,40,,1793,,380,,182,3,131073,10763,5,06/09/2020,18:30
135,Iceland,341647,2136,,10,,2038,,88,,6252,29,224180,656174,4,06/09/2020,18:30
153,Réunion,896475,2115,,11,,1313,,791,,2359,12,35419,39509,5,06/09/2020,18:30
136,Sierra Leone,8005491,2041,,71,,1602,,368,,255,9,,,5,06/09/2020,18:30
140,Malta,441759,2039,25,14,,1627,26,398,2,4616,32,202137,457573,4,06/09/2020,18:30
148,Botswana,2359975,2002,,8,,493,,1501,1,848,3,128016,54245,5,06/09/2020,18:30
137,Yemen,29940865,1983,,572,,1197,,214,,66,19,120,4,3,06/09/2020,18:30
139,New Zealand,5002100,1772,5,24,,1632,1,116,4,354,5,814638,162859,,06/09/2020,18:30
143,Uruguay,3475940,1669,,45,,1459,,165,3,480,13,183906,52908,2,06/09/2020,18:30
146,Georgia,3987743,1650,29,19,,1310,8,321,,414,5,404061,101326,3,06/09/2020,18:30
144,Cyprus,1208958,1507,,21,,1237,,249,5,1247,17,312813,258746,3,06/09/2020,18:30
151,Togo,8312529,1477,,32,,1094,,351,,178,4,69833,8401,5,06/09/2020,18:30
159,Guyana,787247,1459,,46,,921,,492,16,1853,58,9337,11860,2,06/09/2020,18:30
147,Latvia,1882239,1428,3,35,,1187,,206,,759,19,264258,140396,4,06/09/2020,18:30
168,Myanmar,54476238,1419,166,8,1,385,14,1026,,26,0.1,166433,3055,3,06/09/2020,18:30
149,Burkina Faso,21002009,1408,,55,,1098,,255,,67,3,,,5,06/09/2020,18:30
161,Guadeloupe,400137,1363,,18,,336,,1009,7,3406,45,31762,79378,1,06/09/2020,18:30
150,Liberia,5078388,1306,,82,,1163,,61,,257,16,,,5,06/09/2020,18:30
154,Andorra,77288,1215,,53,,928,,234,3,15720,686,137457,1778504,4,06/09/2020,18:30
164,Belize,398904,1194,,15,,287,,892,3,2993,38,9421,23617,1,06/09/2020,18:30
152,Niger,24353695,1177,,69,,1091,,17,,48,3,9052,372,5,06/09/2020,18:30
156,Lesotho,2145333,1148,,31,,528,,589,,535,14,15632,7287,5,06/09/2020,18:30
155,Vietnam,97497185,1049,,35,,815,10,199,,11,0.4,1009145,10351,3,06/09/2020,18:30
157,Chad,16506756,1034,,77,,914,,43,,63,5,,,5,06/09/2020,18:30
160,Sao Tome and Principe,219878,898,,15,,859,,24,,4084,68,4090,18601,5,06/09/2020,18:30
177,Martinique,375211,758,,18,,98,,642,5,2020,48,13395,35700,1,06/09/2020,18:30
163,San Marino,33944,716,,42,,660,,14,1,21094,1237,6865,202245,4,06/09/2020,18:30
162,Diamond Princess,,712,,13,,651,,48,4,,,,,,06/09/2020,18:30
179,French Polynesia,281204,694,,,,360,,334,4,2468,,15272,54309,,06/09/2020,18:30
165,Channel Islands,174153,631,,48,,575,,8,1,3623,276,83755,480928,4,06/09/2020,18:30
172,Turks and Caicos,38811,598,7,5,,264,43,329,2,15408,129,2682,69104,1,06/09/2020,18:30
173,Sint Maarten,42964,511,,19,,302,,190,7,11894,442,2450,57024,1,06/09/2020,18:30
166,Tanzania,60026402,509,,21,,183,,305,7,8,0.3,,,5,06/09/2020,18:30
167,Taiwan,23824721,493,1,7,,473,,13,,21,0.3,88385,3710,3,06/09/2020,18:30
174,Papua New Guinea,8976922,488,,5,,232,,251,,54,0.6,15592,1737,,06/09/2020,18:30
169,Burundi,11951370,460,,1,,357,,102,,38,0.08,24659,2063,5,06/09/2020,18:30
170,Comoros,872848,452,,7,,410,,35,,518,8,,,5,06/09/2020,18:30
171,Faeroe Islands,48897,413,,,,379,,34,1,8446,,102399,2094178,4,06/09/2020,18:30
175,Mauritius,1272157,356,,10,,335,,11,,280,8,227409,178759,5,06/09/2020,18:30
176,Isle of Man,85115,336,,24,,312,,0,,3948,282,10253,120461,4,06/09/2020,18:30
178,Eritrea,3555199,330,,,,295,,35,,93,,,,5,06/09/2020,18:30
182,Gibraltar,33689,315,3,,,273,18,42,1,9350,,37015,1098727,4,06/09/2020,18:30
180,Mongolia,3287675,310,,,,296,,14,1,94,,57177,17391,3,06/09/2020,18:30
181,Cambodia,16760346,274,,,,272,,2,1,16,,105531,6296,3,06/09/2020,18:30
184,Saint Martin,38783,239,,6,,79,,154,11,6162,155,2968,76528,1,06/09/2020,18:30
187,Bhutan,773139,228,,,,150,,78,,295,,108376,140177,3,06/09/2020,18:30
183,Cayman Islands,65861,205,,1,,204,,0,,3113,15,36000,546606,1,06/09/2020,18:30
186,Barbados,287440,178,,7,,154,,17,,619,24,18205,63335,1,06/09/2020,18:30
185,Bermuda,62235,175,,9,,158,,8,,2812,145,48220,774805,1,06/09/2020,18:30
188,Monaco,39293,147,,1,,102,,44,1,3741,25,51953,1322195,4,06/09/2020,18:30
189,Brunei,438236,145,,3,,139,,3,,331,7,53035,121019,3,06/09/2020,18:30
190,Seychelles,98458,136,,,,127,,9,,1381,,5200,52814,5,06/09/2020,18:30
191,Liechtenstein,38148,107,,1,,97,,9,,2805,26,900,23592,4,06/09/2020,18:30
192,Antigua and Barbuda,98076,95,,3,,91,,1,1,969,31,2066,21065,1,06/09/2020,18:30
195,Curaçao,164216,92,4,1,,45,6,46,,560,6,1080,6577,1,06/09/2020,18:30
202,British Virgin Islands,30268,63,,1,,10,,52,2,2081,33,3713,122671,1,06/09/2020,18:30
193,St. Vincent Grenadines,111005,61,,,,58,1,3,,550,,3986,35908,1,06/09/2020,18:30
194,Macao,650919,46,,,,46,,0,,71,,4238,6511,3,06/09/2020,18:30
196,Fiji,897627,31,,2,,24,,5,1,35,2,8646,9632,,06/09/2020,18:30
198,Timor-Leste,1322874,27,,,,25,,2,,20,,5146,3890,3,06/09/2020,18:30
200,New Caledonia,285994,26,,,,23,,3,,91,,12837,44886,,06/09/2020,18:30
197,Saint Lucia,183781,26,,,,26,,0,,141,,5875,31967,1,06/09/2020,18:30
199,Grenada,112618,24,,,,24,,0,,213,,6252,55515,1,06/09/2020,18:30
203,Dominica,72019,22,,,,18,,4,,305,,2077,28840,1,06/09/2020,18:30
201,Laos,7294408,22,,,,21,,1,,3,,41327,5666,3,06/09/2020,18:30
208,Caribbean Netherlands,26267,18,,,,7,,11,,685,,900,34264,1,06/09/2020,18:30
205,St. Barth,9883,18,,,,13,,5,,1821,,2075,209956,1,06/09/2020,18:30
204,Saint Kitts and Nevis,53267,17,,,,17,,0,,319,,1635,30694,1,06/09/2020,18:30
206,Greenland,56788,14,,,,14,,0,,247,,6946,122315,1,06/09/2020,18:30
207,Montserrat,4993,13,,1,,12,,0,,2604,200,328,65692,1,06/09/2020,18:30
209,Falkland Islands,3497,13,,,,13,,0,,3717,,2256,645124,2,06/09/2020,18:30
210,Vatican City,801,12,,,,12,,0,,14981,,,,4,06/09/2020,18:30
211,Western Sahara,599889,10,,1,,8,,1,,17,2,,,5,06/09/2020,18:30
212,MS Zaandam,,9,,2,,,,7,,,,,,,06/09/2020,18:30
213,Saint Pierre Miquelon,5789,6,1,,,5,,1,,1036,,1051,181551,1,06/09/2020,18:30
214,Anguilla,15027,3,,,,3,,0,,200,,808,53770,1,06/09/2020,18:30
215,China,1439323776,85122,10,4634,,80302,18,186,3,59,3,160000000,111163,3,06/09/2020,18:30
1,USA,331362224,6473914,13664,193388,140,3735798,9828,2544728,14687,19537,584,87793285,264947,1,07/09/2020,22:00
3,India,1382493246,4276777,74215,72809,1122,3320947,73650,883021,8944,3094,53,49551507,35842,3,07/09/2020,22:00
2,Brazil,212838474,4139257,1651,126736,50,3317227,,695294,8318,19448,595,14408116,67695,2,07/09/2020,22:00
4,Russia,145946206,1030690,5185,17871,51,843277,2328,169542,2300,7062,122,38758184,265565,4,07/09/2020,22:00
6,Peru,33055232,689977,,29838,,515039,,145100,1500,20873,903,3379580,102240,2,07/09/2020,22:00
8,Colombia,50982171,666521,,21412,,518229,,126880,863,13074,420,2936517,57599,2,07/09/2020,22:00
5,South Africa,59444897,638517,,14889,,563891,,59737,539,10741,250,3800190,63928,5,07/09/2020,22:00
7,Mexico,129180824,634023,4614,67558,232,442268,3514,124197,2927,4908,523,1431633,11082,1,07/09/2020,22:00
9,Spain,46758177,525549,2440,29516,32,,,,1034,11240,631,9987326,213595,4,07/09/2020,22:00
12,Argentina,45271977,478792,,9912,53,357388,8256,111492,2512,10576,219,1412149,31193,2,07/09/2020,22:00
10,Chile,19146396,424274,1764,11652,60,395717,1318,16905,930,22159,609,2641589,137968,2,07/09/2020,22:00
11,Iran,84188678,388810,2152,22410,117,335572,1672,30828,3733,4618,266,3406055,40457,3,07/09/2020,22:00
13,UK,67952171,350100,2948,41554,3,,,,69,5152,612,17619897,259299,4,07/09/2020,22:00
19,France,65300504,328980,4203,30726,25,87836,389,210418,537,5038,471,8500000,130167,4,07/09/2020,22:00
15,Bangladesh,164990266,327359,2202,4516,37,224573,3298,98270,,1984,27,1644724,9969,3,07/09/2020,22:00
14,Saudi Arabia,34911872,321456,768,4107,26,297623,886,19726,1430,9208,118,5406136,154851,3,07/09/2020,22:00
16,Pakistan,221659738,298903,394,6345,3,286016,118,6542,534,1348,29,2778689,12536,3,07/09/2020,22:00
18,Turkey,84505155,281509,1703,6730,57,252152,1047,22627,1118,3331,80,7883464,93290,3,07/09/2020,22:00
17,Italy,60445067,278784,1108,35553,12,210238,223,32993,142,4612,588,9271810,153392,4,07/09/2020,22:00
