Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Continent,scrap_date,scrap_time,Country_id,Continent_id,"Tests/
1M pop
"
206,Greenland,"56,784",14,,,,14,,0,,247,,"6,464",,23.08.20,21:09,206,,"113,835"
207,Montserrat,"4,992",13,,1,,12,,0,,"2,604",200,61,,23.08.20,21:09,207,,"12,220"
208,Caribbean Netherlands,"26,258",13,,,,7,,6,,495,,424,,23.08.20,21:09,208,,"16,147"
209,Falkland Islands,"3,493",13,,,,13,,0,,"3,722",,"2,256",,23.08.20,21:09,209,,"645,863"
210,Vatican City,801,12,,,,12,,0,,"14,981",,,,23.08.20,21:09,210,,
211,Western Sahara,"599,326",10,,1,,8,,1,,17,2,,,23.08.20,21:09,211,,
212,MS Zaandam,,9,,2,,,,7,,,,,,23.08.20,21:09,212,,
213,Saint Pierre Miquelon,"5,790",5,,,,1,,4,,864,,,,23.08.20,21:09,213,,
214,Anguilla,"15,022",3,,,,3,,0,,200,,662,,23.08.20,21:09,214,,"44,069"
215,China,"1,439,323,776","84,951",12,"4,634",,"79,895",44,422,17,59,3,"90,410,000",,23.08.20,21:09,215,,"62,814"
1,USA,"331,288,117","5,875,939","1,793","180,618",14,"3,167,260",197,"2,528,061","16,717","17,737",545,"76,174,718",,24.08.20,17:10,1,,"229,935"
2,Brazil,"212,780,766","3,605,783",,"114,772",,"2,709,638",,"781,373","8,318","16,946",539,"14,144,344",,24.08.20,17:10,2,,"66,474"
3,India,"1,381,974,682","3,126,078","20,893","57,891",199,"2,355,823","19,027","712,364","8,944","2,262",42,"35,902,137",,24.08.20,17:10,3,,"25,979"
4,Russia,"145,943,820","961,493","4,744","16,448",65,"773,095","2,456","171,950","2,300","6,588",113,"34,600,000",,24.08.20,17:10,4,,"237,078"
5,South Africa,"59,416,296","609,773",,"13,059",,"506,470",,"90,244",539,"10,263",220,"3,553,425",,24.08.20,17:10,5,,"59,806"
6,Peru,"33,037,658","594,326",,"27,663",,"399,357",,"167,306","1,515","17,989",837,"2,985,782",,24.08.20,17:10,6,,"90,375"
7,Mexico,"129,129,040","560,164","3,948","60,480",226,"383,872","3,380","115,812","3,264","4,338",468,"1,259,141",,24.08.20,17:10,7,,"9,751"
8,Colombia,"50,961,438","541,147",,"17,316",,"374,030",,"149,801","1,493","10,619",340,"2,474,417",,24.08.20,17:10,8,,"48,555"
9,Spain,"46,757,487","407,879",,"28,838",,,,,541,"8,723",617,"8,032,401",,24.08.20,17:10,9,,"171,789"
10,Chile,"19,140,127","397,665",,"10,852",,"371,179",,"15,634","1,027","20,777",567,"2,204,009",,24.08.20,17:10,10,,"115,151"
11,Iran,"84,147,556","361,150","2,245","20,776",133,"311,365","1,901","29,009","3,848","4,292",247,"3,062,422",,24.08.20,17:10,11,,"36,393"
12,Argentina,"45,256,129","342,154",,"7,079",94,"256,789","5,389","78,286","1,922","7,560",156,"1,105,878",,24.08.20,17:10,12,,"24,436"
13,UK,"67,938,559","325,642",,"41,429",,,,,72,"4,793",610,"15,177,265",,24.08.20,17:10,13,,"223,397"
14,Saudi Arabia,"34,891,119","308,654","1,175","3,691",42,"282,888","2,745","22,075","1,635","8,846",106,"4,733,485",,24.08.20,17:10,14,,"135,664"
15,Bangladesh,"164,927,553","297,083","2,485","3,983",42,"182,875","3,784","110,225",,"1,801",24,"1,456,038",,24.08.20,17:10,15,,"8,828"
16,Pakistan,"221,495,402","293,261",496,"6,244",9,"276,829",993,"10,188",686,"1,324",28,"2,463,513",,24.08.20,17:10,16,,"11,122"
17,Italy,"60,448,454","259,345",,"35,437",,"205,470",,"18,438",69,"4,290",586,"8,007,637",,24.08.20,17:10,17,,"132,471"
18,Turkey,"84,470,460","258,249",,"6,121",,"237,165",,"14,963",783,"3,057",72,"6,327,466",,24.08.20,17:10,18,,"74,907"
19,France,"65,294,995","242,899",,"30,513",,"84,973",,"127,413",383,"3,720",467,"6,000,000",,24.08.20,17:10,19,,"91,891"
20,Germany,"83,823,671","235,244",755,"9,334",2,"209,600",,"16,310",236,"2,806",111,"10,197,366",,24.08.20,17:10,20,,"121,653"
21,Iraq,"40,348,050","204,341",,"6,428",,"146,409",,"51,504",661,"5,064",159,"1,433,626",,24.08.20,17:10,21,,"35,531"
22,Philippines,"109,790,471","194,252","4,686","3,010",13,"132,042",729,"59,200",717,"1,769",27,"2,338,607",,24.08.20,17:10,22,,"21,301"
23,Indonesia,"273,942,627","155,412","1,877","6,759",79,"111,060","3,560","37,593",,567,25,"2,036,771",,24.08.20,17:10,23,,"7,435"
24,Canada,"37,790,375","124,896",,"9,073",,"111,112",,"4,711",62,"3,305",240,"5,115,490",,24.08.20,17:10,24,,"135,365"
25,Qatar,"2,807,805","117,266",258,194,1,"114,099",291,"2,973",67,"41,764",69,"594,215",,24.08.20,17:10,25,,"211,630"
26,Bolivia,"11,695,856","109,149",722,"4,509",67,"45,396","1,509","59,244",71,"9,332",386,"231,259",,24.08.20,17:10,26,,"19,773"
27,Ecuador,"17,681,275","107,769",,"6,310",,"94,816",,"6,643",359,"6,095",357,"306,934",,24.08.20,17:10,27,,"17,359"
28,Ukraine,"43,693,718","106,754","1,799","2,293",22,"54,524","2,289","49,937",177,"2,443",52,"1,425,351",,24.08.20,17:10,28,,"32,621"
29,Kazakhstan,"18,809,096","104,718",175,"1,415",,"92,598","1,509","10,705",221,"5,567",75,"2,291,327",,24.08.20,17:10,29,,"121,820"
30,Israel,"9,197,590","103,274",611,839,5,"80,521","1,007","21,914",411,"11,228",91,"2,180,096",,24.08.20,17:10,30,,"237,029"
31,Egypt,"102,606,311","97,340",,"5,262",,"65,927",,"26,151",41,949,51,"135,000",,24.08.20,17:10,31,,"1,316"
32,Dominican Republic,"10,863,697","91,161",,"1,567",,"60,670",,"28,924",273,"8,391",144,"343,796",,24.08.20,17:10,32,,"31,646"
34,Panama,"4,324,439","86,900",,"1,892",,"61,420",,"23,588",154,"20,095",438,"305,030",,24.08.20,17:10,34,,"70,536"
33,Sweden,"10,108,516","86,721",,"5,813",6,,,,22,"8,579",575,"1,030,010",,24.08.20,17:10,33,,"101,895"
35,Oman,"5,124,498","84,509",740,637,28,"78,912",526,"4,960",149,"16,491",124,"309,212",,24.08.20,17:10,35,,"60,340"
36,Belgium,"11,597,076","81,936",468,"9,992",4,"18,225",21,"53,719",87,"7,065",862,"2,135,402",,24.08.20,17:10,36,,"184,133"
37,Kuwait,"4,279,593","80,960",432,518,3,"72,925",618,"7,517",99,"18,918",121,"590,623",,24.08.20,17:10,37,,"138,009"
38,Romania,"19,218,095","79,330",825,"3,309",37,"35,517",230,"40,504",494,"4,128",172,"1,659,135",,24.08.20,17:10,38,,"86,332"
39,Belarus,"9,448,857","70,645",177,646,4,"68,925",86,"1,074",,"7,477",68,"1,477,939",,24.08.20,17:10,39,,"156,415"
40,Guatemala,"17,962,314","68,188",,"2,594",,"56,778",,"8,816",5,"3,796",144,"221,235",,24.08.20,17:10,40,,"12,317"
41,UAE,"9,907,628","67,282",275,376,1,"58,582",94,"8,324",,"6,791",38,"6,560,686",,24.08.20,17:10,41,,"662,185"
42,Netherlands,"17,140,511","67,128",574,"6,202",2,,,,56,"3,916",362,"1,312,787",,24.08.20,17:10,42,,"76,590"
43,Poland,"37,840,384","62,310",548,"1,960",5,"42,448",265,"17,902",83,"1,647",52,"2,555,515",,24.08.20,17:10,43,,"67,534"
44,Japan,"126,417,954","61,747",,"1,176",,"48,550",,"12,021",254,488,9,"1,321,079",,24.08.20,17:10,44,,"10,450"
45,Singapore,"5,857,066","56,404",51,27,,"54,164",,"2,213",,"9,630",5,"1,745,928",,24.08.20,17:10,45,,"298,089"
46,Portugal,"10,192,218","55,720",123,"1,801",5,"40,880",106,"13,039",44,"5,467",177,"1,896,675",,24.08.20,17:10,46,,"186,091"
47,Honduras,"9,927,026","54,511",528,"1,654",11,"8,532",83,"44,325",46,"5,491",167,"132,242",,24.08.20,17:10,47,,"13,321"
49,Morocco,"36,973,674","52,349",,888,,"36,343",,"15,118",31,"1,416",24,"1,758,870",,24.08.20,17:10,49,,"47,571"
48,Nigeria,"206,844,330","52,227",,"1,002",,"38,945",,"12,280",7,252,5,"369,904",,24.08.20,17:10,48,,"1,788"
50,Bahrain,"1,709,432","49,330",,184,,"45,981",,"3,165",34,"28,858",108,"1,039,571",,24.08.20,17:10,50,,"608,138"
51,Ghana,"31,163,671","43,622",117,263,2,"41,695",163,"1,664",5,"1,400",8,"433,503",,24.08.20,17:10,51,,"13,911"
52,Kyrgyzstan,"6,539,483","43,126",103,"1,057",1,"36,615",218,"5,454",24,"6,595",162,"267,718",,24.08.20,17:10,52,,"40,939"
53,Armenia,"2,964,068","42,825",33,854,2,"36,049",58,"5,922",,"14,448",288,"195,574",,24.08.20,17:10,53,,"65,982"
54,Algeria,"43,962,906","41,460",,"1,435",,"29,142",,"10,883",41,943,33,,,24.08.20,17:10,54,,
56,Ethiopia,"115,356,404","40,671",,678,,"14,995",,"24,998",248,353,6,"757,057",,24.08.20,17:10,56,,"6,563"
55,Switzerland,"8,663,888","40,060",157,"2,001",,"34,400",,"3,659",16,"4,624",231,"941,798",,24.08.20,17:10,55,,"108,704"
57,Venezuela,"28,423,773","39,564",,329,,"29,966",,"9,269",86,"1,392",12,"1,695,541",,24.08.20,17:10,57,,"59,652"
58,Uzbekistan,"33,538,566","39,156",210,277,4,"35,283",296,"3,596",249,"1,167",8,"1,377,915",,24.08.20,17:10,58,,"41,084"
59,Afghanistan,"39,050,267","38,054",55,"1,389",2,"28,360",180,"8,305",31,974,36,"101,208",,24.08.20,17:10,59,,"2,592"
60,Azerbaijan,"10,152,484","35,426",152,519,1,"33,104",111,"1,803",,"3,489",51,"878,667",,24.08.20,17:10,60,,"86,547"
62,Moldova,"4,032,549","33,828",350,945,5,"22,683",,"10,200",575,"8,389",234,"183,923",,24.08.20,17:10,62,,"45,610"
61,Costa Rica,"5,100,889","33,820",,355,,"10,518",,"22,947",131,"6,630",70,"133,005",,24.08.20,17:10,61,,"26,075"
64,Nepal,"29,210,859","32,678",743,157,8,"18,806",175,"13,715",,"1,119",5,"904,802",,24.08.20,17:10,64,,"30,975"
63,Kenya,"53,936,302","32,557",193,554,6,"18,895",225,"13,108",44,604,10,"425,364",,24.08.20,17:10,63,,"7,886"
65,Serbia,"8,732,038","30,714",57,701,3,"29,028",291,985,44,"3,517",80,"876,929",,24.08.20,17:10,65,,"100,427"
66,Ireland,"4,945,761","27,969",,"1,777",,"23,364",,"2,828",6,"5,655",359,"767,359",,24.08.20,17:10,66,,"155,155"
67,Austria,"9,013,960","25,495",242,733,1,"21,657",99,"3,105",23,"2,828",81,"1,101,206",,24.08.20,17:10,67,,"122,167"
68,Australia,"25,542,602","24,916",104,517,15,"19,603",370,"4,796",38,975,20,"5,757,173",,24.08.20,17:10,68,,"225,395"
69,El Salvador,"6,491,031","24,811",189,669,8,"12,492",246,"11,650",312,"3,822",103,"298,112",,24.08.20,17:10,69,,"45,927"
70,Czechia,"10,711,939","21,923",,412,,"16,125",,"5,386",22,"2,047",38,"840,008",,24.08.20,17:10,70,,"78,418"
71,Palestine,"5,117,863","19,213",411,130,2,"11,870",27,"7,213",,"3,754",25,"214,862",,24.08.20,17:10,71,,"41,983"
72,Cameroon,"26,636,974","18,762",,408,,"16,540",,"1,814",30,704,15,"149,000",,24.08.20,17:10,72,,"5,594"
73,Bosnia and Herzegovina,"3,277,707","18,029",314,547,15,"11,861",532,"5,621",,"5,500",167,"174,907",,24.08.20,17:10,73,,"53,363"
74,S. Korea,"51,275,775","17,665",266,309,,"14,219",19,"3,137",32,345,6,"1,804,422",,24.08.20,17:10,74,,"35,191"
75,Ivory Coast,"26,468,381","17,471",,113,,"15,301",,"2,057",,660,4,"120,299",,24.08.20,17:10,75,,"4,545"
76,Denmark,"5,795,224","16,397",80,623,1,"14,310",130,"1,464",5,"2,829",108,"2,211,377",,24.08.20,17:10,76,,"381,586"
77,Bulgaria,"6,940,439","15,287",,545,,"10,338",,"4,404",74,"2,203",79,"370,786",,24.08.20,17:10,77,,"53,424"
78,Madagascar,"27,788,881","14,402",75,178,,"13,436",81,788,74,518,6,"55,375",,24.08.20,17:10,78,,"1,993"
79,North Macedonia,"2,083,361","13,673",78,568,4,"10,150",40,"2,955",5,"6,563",273,"138,325",,24.08.20,17:10,79,,"66,395"
80,Paraguay,"7,145,159","13,233",,205,,"7,417",,"5,611",69,"1,852",29,"173,340",,24.08.20,17:10,80,,"24,260"
81,Senegal,"16,804,442","13,013",64,272,3,"8,595",140,"4,146",45,774,16,"137,832",,24.08.20,17:10,81,,"8,202"
82,Sudan,"43,991,216","12,836",,815,,"6,497",,"5,524",,292,19,401,,24.08.20,17:10,82,,9
83,Lebanon,"6,820,807","12,698",,123,,"3,625",,"8,950",75,"1,862",18,"462,531",,24.08.20,17:10,83,,"67,812"
84,Zambia,"18,454,135","11,082",,280,,"9,942",,860,,601,15,"106,449",,24.08.20,17:10,84,,"5,768"
85,Libya,"6,884,694","11,009",572,199,11,"1,096",11,"9,714",,"1,599",29,"96,524",,24.08.20,17:10,85,,"14,020"
86,Norway,"5,427,437","10,323",,264,,"9,150",,909,1,"1,902",49,"601,569",,24.08.20,17:10,86,,"110,839"
87,DRC,"89,929,224","9,830",,251,,"8,934",,645,,109,3,,,24.08.20,17:10,87,,
88,Malaysia,"32,425,633","9,274",7,125,,"8,965",6,184,8,286,4,"1,182,845",,24.08.20,17:10,88,,"36,479"
89,Guinea,"13,181,511","9,013",46,54,1,"7,823",115,"1,136",24,684,4,"20,701",,24.08.20,17:10,89,,"1,570"
90,French Guiana,"299,745","8,797",,55,,"8,307",,435,15,"29,348",183,"49,036",,24.08.20,17:10,90,,"163,592"
92,Greece,"10,415,320","8,664",,242,,"3,804",,"4,618",31,832,23,"848,380",,24.08.20,17:10,92,,"81,455"
94,Albania,"2,877,325","8,427",,250,,"4,332",,"3,845",19,"2,929",87,"51,658",,24.08.20,17:10,94,,"17,953"
91,Gabon,"2,233,009","8,388",,53,,"6,734",,"1,601",2,"3,756",24,"107,403",,24.08.20,17:10,91,,"48,098"
93,Tajikistan,"9,567,443","8,346",35,67,1,"7,142",34,"1,137",,872,7,,,24.08.20,17:10,93,,
97,Croatia,"4,101,407","8,311",136,173,2,"5,926",125,"2,212",12,"2,026",42,"152,824",,24.08.20,17:10,97,,"37,261"
95,Haiti,"11,422,559","8,082",,196,,"5,624",,"2,262",,708,17,"22,304",,24.08.20,17:10,95,,"1,953"
96,Finland,"5,542,003","7,938",18,335,1,"7,100",,503,1,"1,432",60,"551,715",,24.08.20,17:10,96,,"99,552"
98,Luxembourg,"627,426","7,775",,124,,"6,969",,682,3,"12,392",198,"724,452",,24.08.20,17:10,98,,"1,154,641"
99,Mauritania,"4,666,424","6,905",,158,,"6,232",,515,3,"1,480",34,"68,872",,24.08.20,17:10,99,,"14,759"
100,Maldives,"541,891","6,779",,26,,"4,222",,"2,531",12,"12,510",48,"103,654",,24.08.20,17:10,100,,"191,282"
101,Zimbabwe,"14,893,857","5,930",,155,,"4,872",,903,,398,10,"149,748",,24.08.20,17:10,101,,"10,054"
102,Namibia,"2,547,404","5,854",,52,,"2,509",,"3,293",8,"2,298",20,"50,391",,24.08.20,17:10,102,,"19,781"
103,Malawi,"19,197,875","5,414",,168,,"3,012",,"2,234",4,282,9,"42,607",,24.08.20,17:10,103,,"2,219"
104,Djibouti,"990,054","5,382",,60,,"5,254",,68,,"5,436",61,"64,670",,24.08.20,17:10,104,,"65,320"
105,Hungary,"9,656,650","5,191",36,613,,"3,695",,883,9,538,63,"398,550",,24.08.20,17:10,105,,"41,272"
106,Equatorial Guinea,"1,409,153","4,926",,83,,"3,795",,"1,048",2,"3,496",59,"50,481",,24.08.20,17:10,106,,"35,824"
107,Hong Kong,"7,505,863","4,692",9,77,,"4,052",34,563,27,625,10,"780,415",,24.08.20,17:10,107,,"103,974"
108,CAR,"4,841,657","4,679",,61,,"1,755",,"2,863",2,966,13,"30,775",,24.08.20,17:10,108,,"6,356"
109,Montenegro,"628,078","4,343",,84,,"3,356",,903,,"6,915",134,"45,418",,24.08.20,17:10,109,,"72,313"
110,Nicaragua,"6,635,923","4,311",,133,,"2,913",,"1,265",,650,20,,,24.08.20,17:10,110,,
111,Eswatini,"1,161,905","4,225",,85,,"2,898",,"1,242",11,"3,636",73,"28,694",,24.08.20,17:10,111,,"24,696"
112,Congo,"5,536,833","3,850",,77,,"1,625",,"2,148",,695,14,,,24.08.20,17:10,112,,
113,Cuba,"11,325,579","3,682",,91,,"3,044",,547,3,325,8,"361,092",,24.08.20,17:10,113,,"31,883"
114,Suriname,"587,397","3,607",,58,,"2,688",,861,20,"6,141",99,"6,796",,24.08.20,17:10,114,,"11,570"
115,Cabo Verde,"556,861","3,509",,37,,"2,540",,932,,"6,301",66,"74,177",,24.08.20,17:10,115,,"133,206"
117,Slovakia,"5,460,037","3,424",68,33,,"2,153",5,"1,238",7,627,6,"312,822",,24.08.20,17:10,117,,"57,293"
116,Thailand,"69,826,007","3,397",2,58,,"3,222",1,117,1,49,0.8,"749,213",,24.08.20,17:10,116,,"10,730"
118,Mozambique,"31,374,793","3,395",,20,,"1,503",,"1,872",,108,0.6,"85,137",,24.08.20,17:10,118,,"2,714"
119,Somalia,"15,953,687","3,269",,93,,"2,396",,780,,205,6,,,24.08.20,17:10,119,,
120,Mayotte,"273,725","3,237",,39,,"2,964",,234,1,"11,826",142,"13,000",,24.08.20,17:10,120,,"47,493"
122,Rwanda,"12,996,504","3,089",,12,,"1,755",,"1,322",,238,0.9,"368,244",,24.08.20,17:10,122,,"28,334"
121,Sri Lanka,"21,426,523","2,953",,12,,"2,811",6,130,1,138,0.6,"208,397",,24.08.20,17:10,121,,"9,726"
123,Tunisia,"11,836,541","2,818",,71,,"1,443",,"1,304",8,238,6,"125,135",,24.08.20,17:10,123,,"10,572"
124,Mali,"20,330,104","2,705",,125,,"2,018",,562,,133,6,"34,275",,24.08.20,17:10,124,,"1,686"
128,Gambia,"2,425,919","2,685",,87,,490,,"2,108",,"1,107",36,"10,781",,24.08.20,17:10,128,,"4,444"
125,Lithuania,"2,716,370","2,673",38,85,1,"1,766",,822,6,984,31,"608,767",,24.08.20,17:10,125,,"224,110"
126,Slovenia,"2,078,981","2,665",14,133,2,"2,122",43,410,,"1,282",64,"147,634",,24.08.20,17:10,126,,"71,013"
127,South Sudan,"11,212,666","2,499",,47,,"1,290",,"1,162",,223,4,"12,044",,24.08.20,17:10,127,,"1,074"
130,Uganda,"45,935,272","2,362",99,22,2,"1,248",49,"1,092",,51,0.5,"351,845",,24.08.20,17:10,130,,"7,660"
129,Estonia,"1,326,668","2,275",3,64,1,"2,025",1,186,,"1,715",48,"140,985",,24.08.20,17:10,129,,"106,270"
132,Syria,"17,559,404","2,217",,89,,505,,"1,623",,126,5,,,24.08.20,17:10,132,,
133,Angola,"33,004,010","2,171",,96,,818,,"1,257",24,66,3,"64,747",,24.08.20,17:10,133,,"1,962"
131,Guinea-Bissau,"1,974,444","2,149",,33,,"1,015",,"1,101",5,"1,088",17,"1,500",,24.08.20,17:10,131,,760
134,Benin,"12,166,775","2,115",,39,,"1,705",,371,,174,3,"107,057",,24.08.20,17:10,134,,"8,799"
135,Iceland,"341,568","2,073",9,10,,"1,946",7,117,,"6,069",29,"200,733",,24.08.20,17:10,135,,"587,681"
136,Sierra Leone,"7,999,718","1,992",,69,,"1,550",,373,,249,9,,,24.08.20,17:10,136,,
137,Yemen,"29,917,479","1,911",,553,,"1,086",,272,,64,18,120,,24.08.20,17:10,137,,4
138,Bahamas,"393,790","1,765",,29,,227,,"1,509",83,"4,482",74,"9,068",,24.08.20,17:10,138,,"23,028"
139,New Zealand,"5,002,100","1,683",9,22,,"1,538",,123,10,336,4,"697,070",,24.08.20,17:10,139,,"139,355"
140,Malta,"441,718","1,667",55,10,,977,43,680,,"3,774",23,"175,470",,24.08.20,17:10,140,,"397,244"
141,Jordan,"10,217,839","1,609",,12,,"1,320",,277,3,157,1,"745,100",,24.08.20,17:10,141,,"72,921"
142,Aruba,"106,833","1,568",,7,,455,,"1,106",5,"14,677",66,"18,756",,24.08.20,17:10,142,,"175,564"
145,Jamaica,"2,963,077","1,529",116,16,,819,2,694,4,516,5,"53,390",,24.08.20,17:10,145,,"18,018"
143,Uruguay,"3,475,514","1,527",,42,,"1,276",,209,2,439,12,"160,216",,24.08.20,17:10,143,,"46,099"
144,Cyprus,"1,208,646","1,421",,20,,878,,523,5,"1,176",17,"280,445",,24.08.20,17:10,144,,"232,032"
146,Georgia,"3,988,014","1,421",10,18,1,"1,137",5,266,,356,5,"341,166",,24.08.20,17:10,146,,"85,548"
147,Latvia,"1,882,974","1,337",,33,,"1,093",,211,,710,18,"238,403",,24.08.20,17:10,147,,"126,610"
149,Burkina Faso,"20,981,574","1,328",8,55,,"1,050",7,223,,63,3,,,24.08.20,17:10,149,,
148,Botswana,"2,358,285","1,308",,3,,136,,"1,169",1,555,1,"93,420",,24.08.20,17:10,148,,"39,614"
150,Liberia,"5,074,154","1,286",,82,,816,,388,,253,16,,,24.08.20,17:10,150,,
151,Togo,"8,305,619","1,277",,27,,910,,340,2,154,3,"58,050",,24.08.20,17:10,151,,"6,989"
153,Réunion,"896,248","1,209",,6,,692,,511,3,"1,349",7,"35,419",,24.08.20,17:10,153,,"39,519"
152,Niger,"24,322,381","1,172",,69,,"1,083",,20,,48,3,"9,052",,24.08.20,17:10,152,,372
154,Andorra,"77,283","1,045",,53,,875,,117,1,"13,522",686,"137,457",,24.08.20,17:10,154,,"1,778,619"
155,Vietnam,"97,466,108","1,022",6,27,,587,24,408,,10,0.3,"817,208",,24.08.20,17:10,155,,"8,385"
156,Lesotho,"2,144,730","1,015",,30,,472,,513,,473,14,"13,330",,24.08.20,17:10,156,,"6,215"
158,Trinidad and Tobago,"1,400,160","1,007",,14,,165,,828,6,719,10,"19,461",,24.08.20,17:10,158,,"13,899"
157,Chad,"16,489,947",986,,76,,870,,40,,60,5,,,24.08.20,17:10,157,,
159,Guyana,"787,112",955,,31,,490,,434,13,"1,213",39,"6,904",,24.08.20,17:10,159,,"8,771"
160,Sao Tome and Principe,"219,733",892,,15,,831,,46,,"4,059",68,"3,482",,24.08.20,17:10,160,,"15,847"
161,Guadeloupe,"400,134",771,,15,,289,,467,6,"1,927",37,"26,290",,24.08.20,17:10,161,,"65,703"
162,Diamond Princess,,712,,13,,651,,48,4,,,,,24.08.20,17:10,162,,
163,San Marino,"33,942",704,,42,,657,,5,,"20,741","1,237","6,511",,24.08.20,17:10,163,,"191,827"
164,Belize,"398,647",686,,6,,44,,636,8,"1,721",15,"6,458",,24.08.20,17:10,164,,"16,200"
165,Channel Islands,"174,096",614,,48,,545,,21,,"3,527",276,"68,985",,24.08.20,17:10,165,,"396,247"
166,Tanzania,"59,965,727",509,,21,,183,,305,7,8,0.4,,,24.08.20,17:10,166,,
167,Taiwan,"23,823,195",487,,7,,457,,23,,20,0.3,"86,023",,24.08.20,17:10,167,,"3,611"
168,Myanmar,"54,463,303",474,24,6,,341,,127,,9,0.1,"145,167",,24.08.20,17:10,168,,"2,665"
177,Martinique,"375,221",464,,16,,98,,350,2,"1,237",43,"12,227",,24.08.20,17:10,177,,"32,586"
169,Burundi,"11,938,736",430,,1,,336,,93,,36,0.08,"19,993",,24.08.20,17:10,169,,"1,675"
170,Comoros,"872,188",417,,7,,396,,14,,478,8,,,24.08.20,17:10,170,,
171,Faeroe Islands,"48,890",410,26,,,337,37,73,5,"8,386",,"84,934",,24.08.20,17:10,171,,"1,737,247"
174,Papua New Guinea,"8,970,893",401,,4,,232,,165,,45,0.4,"14,676",,24.08.20,17:10,174,,"1,636"
173,Sint Maarten,"42,946",396,,17,,147,,232,8,"9,221",396,"2,113",,24.08.20,17:10,173,,"49,201"
172,Turks and Caicos,"38,792",383,,2,,102,,279,3,"9,873",52,"2,083",,24.08.20,17:10,172,,"53,697"
175,Mauritius,"1,272,082",346,,10,,335,,1,,272,8,"205,285",,24.08.20,17:10,175,,"161,377"
176,Isle of Man,"85,099",336,,24,,312,,0,,"3,948",282,"9,483",,24.08.20,17:10,176,,"111,435"
178,Eritrea,"3,553,455",306,,,,274,,32,,86,,,,24.08.20,17:10,178,,
179,French Polynesia,"281,147",298,,,,148,,150,2,"1,060",,"9,912",,24.08.20,17:10,179,,"35,256"
180,Mongolia,"3,285,798",298,,,,289,1,9,1,91,,"49,602",,24.08.20,17:10,180,,"15,096"
181,Cambodia,"16,752,125",273,,,,263,,10,1,16,,"88,699",,24.08.20,17:10,181,,"5,295"
182,Gibraltar,"33,689",248,2,,,203,2,45,,"7,361",,"30,635",,24.08.20,17:10,182,,"909,347"
183,Cayman Islands,"65,833",205,,1,,202,,2,,"3,114",15,"34,208",,24.08.20,17:10,183,,"519,618"
184,Saint Martin,"38,759",176,,5,,52,,119,11,"4,541",129,"2,449",,24.08.20,17:10,184,,"63,185"
185,Bermuda,"62,243",167,,9,,149,,9,,"2,683",145,"37,879",,24.08.20,17:10,185,,"608,566"
186,Barbados,"287,427",161,,7,,132,,22,,560,24,"15,717",,24.08.20,17:10,186,,"54,682"
187,Bhutan,"772,837",155,,,,115,3,40,,201,,"82,648",,24.08.20,17:10,187,,"106,941"
189,Brunei,"438,088",143,,3,,139,,1,,326,7,"49,519",,24.08.20,17:10,189,,"113,034"
190,Seychelles,"98,436",132,,,,126,,6,,"1,341",,,,24.08.20,17:10,190,,
188,Monaco,"39,283",112,,1,,83,,28,1,"2,851",25,"51,953",,24.08.20,17:10,188,,"1,322,531"
191,Liechtenstein,"38,144",100,1,1,,90,2,9,,"2,622",26,900,,24.08.20,17:10,191,,"23,595"
192,Antigua and Barbuda,"98,047",94,,3,,89,,2,1,959,31,"1,775",,24.08.20,17:10,192,,"18,104"
193,St. Vincent Grenadines,"110,992",58,,,,56,,2,,523,,"3,039",,24.08.20,17:10,193,,"27,380"
194,Macao,"650,604",46,,,,46,,0,,71,,"4,071",,24.08.20,17:10,194,,"6,257"
195,Curaçao,"164,192",43,4,1,,34,1,8,,262,6,"1,080",,24.08.20,17:10,195,,"6,578"
196,Fiji,"897,396",28,,1,,23,,4,,31,1,"6,693",,24.08.20,17:10,196,,"7,458"
197,Saint Lucia,"183,751",26,,,,25,,1,,141,,"4,946",,24.08.20,17:10,197,,"26,917"
198,Timor-Leste,"1,321,980",26,,,,25,,1,,20,,"5,146",,24.08.20,17:10,198,,"3,893"
199,Grenada,"112,600",24,,,,24,,0,,213,,"6,252",,24.08.20,17:10,199,,"55,524"
200,New Caledonia,"285,897",23,,,,23,1,0,,80,,"12,237",,24.08.20,17:10,200,,"42,802"
201,Laos,"7,290,656",22,,,,20,,2,,3,,"36,638",,24.08.20,17:10,201,,"5,025"
202,British Virgin Islands,"30,261",21,,1,,8,,12,,694,33,"2,092",,24.08.20,17:10,202,,"69,132"
203,Dominica,"72,013",20,1,,,18,,2,,278,,"2,022",,24.08.20,17:10,203,,"28,078"
204,Saint Kitts and Nevis,"53,254",17,,,,17,,0,,319,,"1,430",,24.08.20,17:10,204,,"26,852"
205,St. Barth,"9,881",16,,,,9,,7,,"1,619",,"1,699",,24.08.20,17:10,205,,"171,946"
206,Greenland,"56,785",14,,,,14,,0,,247,,"6,464",,24.08.20,17:10,206,,"113,833"
207,Montserrat,"4,992",13,,1,,12,,0,,"2,604",200,61,,24.08.20,17:10,207,,"12,220"
208,Caribbean Netherlands,"26,258",13,,,,7,,6,,495,,424,,24.08.20,17:10,208,,"16,147"
